name,author,source
Prediction of Motor Imagery Performance based on Pre-Trial Spatio-Spectral Alertness Features.,Mastaneh Torkamani-Azar;Aysa Jafarifarmand;Mujdat Cetin,PubMed
Evaluation of Motor Imagery-Based BCI methods in neurorehabilitation of Parkinson's Disease patients.,A Miladinovic;M Ajcevic;P Busan;J Jarmolowska;G Silveri;M Deodato;S Mezzarobba;P P Battaglini;A Accardo,PubMed
Federated Transfer Learning for EEG Signal Classification.,Ce Ju;Dashan Gao;Ravikiran Mane;Ben Tan;Yang Liu;Cuntai Guan,PubMed
Decoding of Grasp Motions from EEG Signals Based on a Novel Data Augmentation Strategy.,Jeong-Hyun Cho;Ji-Hoon Jeong;Seong-Whan Lee,PubMed
Motor Imagery Classification of Finger Motions Using Multiclass CSP.,Masaki Kato;Suguru Kanoga;Takayuki Hoshino;Tadanori Fukami,PubMed
A Multi-view CNN with Novel Variance Layer for Motor Imagery Brain Computer Interface.,Ravikiran Mane;Neethu Robinson;A P Vinod;Seong-Whan Lee;Cuntai Guan,PubMed
Recognizing Pain in Motor Imagery EEG Recordings Using Dynamic Functional Connectivity Graphs.,Foroogh Shamsi;Ali Haddad;Laleh Naja Zadeh,PubMed
Classification of EEG Data Based on the Spatio-Temporo-Rhythmic Characteristics of the Task-Discriminating Functional Sub-networks.,Ali Haddad;Laleh Najafizadeh,PubMed
Bio-Inspired Algorithms for Optimal Feature Selection in Motor Imagery-Based Brain-Computer Interface,Oluwagbenga Paul Idowu;Peng Fang;Guanglin Li,PubMed
A Computationally Efficient Multiclass Time-Frequency Common Spatial Pattern Analysis on EEG Motor Imagery.,Ce Zhang;Azim Eskandarian,PubMed
MI3DNet: A Compact CNN for Motor Imagery EEG Classification with Visualizable Dense Layer Parameters.,Qihang Yang;Xuan Zhang;Badong Chen,PubMed
Random matrix theory for analysing the brain functional network in lower limb motor imagery.,Lingyun Gu;Zhenhua Yu;Tian Ma;Haixian Wang;Zhanli Li;Hui Fan,PubMed
Neural component analysis: source localisation for motor imagery classification.,Ian Daly;Milan Rybar,PubMed
Siamese Neural Networks for EEG-based Brain-computer Interfaces.,Soroosh Shahtalebi;Amir Asif;Arash Mohammadi,PubMed
Potential pitfalls of widely used implementations of common spatial patterns.,Milan Rybar;Ian Daly;Riccardo Poli,PubMed
Classify Motor Imagery by a Novel CNN with Data Augmentation.,Weijian Huang;Li Wang;Zhenxiong Yan;Yanjun Liu,PubMed
Deep Learning Techniques to Improve Intraoperative Awareness Detection from Electroencephalographic Signals.,Oleksii Avilov;Sebastien Rimbert;Anton Popov;Laurent Bougrain,PubMed
Spatio-temporal deep learning for EEG-fNIRS brain computer interface.,Hamidreza Ghonchi;Mansoor Fateh;Vahid Abolghasemi;Saideh Ferdowsi;Mohsen Rezvani,PubMed
Assessing impact of channel selection on decoding of motor and cognitive imagery from MEG data.,Sujit Roy;Dheeraj Rathee;Anirban Chowdhury;Karl McCreadie;Girijesh Prasad,PubMed
Zero-Shot Learning for EEG Classification in Motor Imagery-Based BCI System.,Lili Duan;Jie Li;Hongfei Ji;Zilong Pang;Xuanci Zheng;Rongrong Lu;Maozhen Li;Jie Zhuang,PubMed
Effects of Gamification in BCI Functional Rehabilitation.,Martí de Castro-Cros;Marc Sebastian-Romagosa;Javier Rodríguez-Serrano;Eloy Opisso;Manel Ochoa;Rupert Ortner;Christoph Guger;Dani Tost,PubMed
Deep Temporal-Spatial Feature Learning for Motor Imagery-Based Brain-Computer Interfaces.,Junjian Chen;Zhuliang Yu;Zhenghui Gu;Yuanqing Li,PubMed
Identification of Motor and Mental Imagery EEG in Two and Multiclass Subject-Dependent Tasks Using Successive Decomposition Index.,Muhammad Tariq Sadiq;Xiaojun Yu;Zhaohui Yuan;Muhammad Zulkifal Aziz,PubMed
Seizure-onset regions demonstrate high inward directed connectivity during resting-state: An SEEG study in focal epilepsy.,Saramati Narasimhan;Keshav B Kundassery;Kanupriya Gupta;Graham W Johnson;Kristin E Wills;Sarah E Goodale;Kevin Haas;John D Rolston;Robert P Naftel;Victoria L Morgan;Benoit M Dawant;Hernán F J González;Dario J Englot,PubMed
Utility of hybrid PET/MRI multiparametric imaging in navigating SEEG placement in refractory epilepsy.,Miao Zhang;Wei Liu;Peng Huang;Xiaozhu Lin;Xinyun Huang;Hongping Meng;Jin Wang;Kejia Hu;Jian Li;Mu Lin;Bomin Sun;Shikun Zhan;Biao Li,PubMed
A Computationally Efficient Method for Hybrid EEG-fNIRS BCI Based on the Pearson Correlation.,Mustafa A H Hasan;Muhammad U Khan;Deepti Mishra,PubMed
Thinker invariance: enabling deep neural networks for BCI across more people.,Demetres Kostas;Frank Rudzicz,PubMed
Instance Transfer Subject-Dependent Strategy for Motor Imagery Signal Classification Using Deep Convolutional Neural Networks.,Kai Zhang;Guanghua Xu;Longtin Chen;Peiyuan Tian;ChengCheng Han;Sicong Zhang;Nan Duan,PubMed
CNN-based framework using spatial dropping for enhanced interpretation of neural activity in motor imagery classification.,D F Collazos-Huertas;A M Álvarez-Meza;C D Acosta-Medina;G A Castaño-Duque;G Castellanos-Dominguez,PubMed
Bispectrum-Based Channel Selection for Motor Imagery Based Brain-Computer Interfacing.,Jing Jin;Chang Liu;Ian Daly;Yangyang Miao;Shurui Li;Xingyu Wang;Andrzej Cichocki,PubMed
Classification of error-related potentials from single-trial EEG in association with executed and imagined movements: a feature and classifier investigation.,Nayab Usama;Kasper Kunz Leerskov;Imran Khan Niazi;Kim Dremstrup;Mads Jochumsen,PubMed
A facile and flexible motor imagery classification using electroencephalogram signals.,Smith K Khare;Varun Bajaj,PubMed
The CSP-Based New Features Plus Non-Convex Log Sparse Feature Selection for Motor Imagery EEG Classification.,Shaorong Zhang;Zhibin Zhu;Benxin Zhang;Bao Feng;Tianyou Yu;Zhi Li,PubMed
Generative Adversarial Networks-Based Data Augmentation for Brain-Computer Interface.,Fatemeh Fahimi;Strahinja Dosen;Kai Keng Ang;Natalie Mrachacz-Kersting;Cuntai Guan,PubMed
Internal Feature Selection Method of CSP Based on L1-Norm and Dempster-Shafer Theory.,Jing Jin;Ruocheng Xiao;Ian Daly;Yangyang Miao;Xingyu Wang;Andrzej Cichocki,PubMed
Channel and Feature Selection for a Motor Imagery-Based BCI System Using Multilevel Particle Swarm Optimization.,Yingji Qi;Feng Ding;Fangzhou Xu;Jimin Yang,PubMed
Data Augmentation for Motor Imagery Signal Classification Based on a Hybrid Neural Network.,Kai Zhang;Guanghua Xu;Zezhen Han;Kaiquan Ma;Xiaowei Zheng;Longting Chen;Nan Duan;Sicong Zhang,PubMed
On the Better Performance of Pianists with Motor Imagery-Based Brain-Computer Interface Systems.,José-Vicente Riquelme-Ros;Germán Rodríguez-Bermúdez;Ignacio Rodríguez-Rodríguez;José-Víctor Rodríguez;José-María Molina-García-Pardo,PubMed
Decoding multiclass motor imagery EEG from the same upper limb by combining Riemannian geometry features and partial least squares regression.,Yaqi Chu;Xingang Zhao;Yijun Zou;Weiliang Xu;Guoli Song;Jianda Han;Yiwen Zhao,PubMed
Functional Electrical Stimulation Controlled by Motor Imagery Brain-Computer Interface for Rehabilitation.,Inchul Choi;Gyu Hyun Kwon;Sangwon Lee;Chang S Nam,PubMed
Enhanced Motor Imagery Based Brain- Computer Interface via FES and VR for Lower Limbs.,Shixin Ren;Weiqun Wang;Zeng-Guang Hou;Xu Liang;Jiaxing Wang;Weiguo Shi,PubMed
Data augmentation for deep-learning-based electroencephalography.,Elnaz Lashgari;Dehua Liang;Uri Maoz,PubMed
Brain-Machine Neurofeedback: Robotics or Electrical Stimulation?,Robert Guggenberger;Monika Heringhaus;Alireza Gharabaghi,PubMed
CWT Based Transfer Learning for Motor Imagery Classification for Brain computer Interfaces.,Piyush Kant;Shahedul Haque Laskar;Jupitara Hazarika;Rupesh Mahamune,PubMed
Hybrid brain-computer interface with motor imagery and error-related brain activity.,Mahta Mousavi;Laurens R Krol;Virginia R de Sa,PubMed
Temporal Combination Pattern Optimization Based on Feature Selection Method for Motor Imagery BCIs.,Jing Jiang;Chunhui Wang;Jinghan Wu;Wei Qin;Minpeng Xu;Erwei Yin,PubMed
Decoding spectro-temporal representation for motor imagery recognition using ECoG-based brain-computer interfaces.,Fang Zhou Xu;Wen Feng Zheng;Dong Ri Shan;Qi Yuan;Wei Dong Zhou,PubMed
Multi-class motor imagery EEG classification using collaborative representation-based semi-supervised extreme learning machine.,Qingshan She;Jie Zou;Zhizeng Luo;Thinh Nguyen;Rihui Li;Yingchun Zhang,PubMed
Convolutional neural networks and genetic algorithm for visual imagery classification.,Fabio R Llorella;Gustavo Patow;José M Azorín,PubMed
Chaotic behaviour of EEG responses with an identical grasp posture.,Rinku Roy;Debdeep Sikdar;Manjunatha Mahadevappa,PubMed
Improvement motor imagery EEG classification based on sparse common spatial pattern and regularized discriminant analysis.,Rongrong Fu;Mengmeng Han;Yongsheng Tian;Peiming Shi,PubMed
Electroencephalogram classification in motor-imagery brain-computer interface applications based on double-constraint nonnegative matrix factorization.,Jing Su;Zuyuan Yang;Wei Yan;Weijun Sun,PubMed
Study of the Functional Brain Connectivity and Lower-Limb Motor Imagery Performance After Transcranial Direct Current Stimulation.,Mario Ortiz;Eduardo Iáñez;Jorge A Gaxiola-Tirado;David Gutiérrez;José M Azorín,PubMed
Recognition of EEG Signal Motor Imagery Intention Based on Deep Multi-View Feature Learning.,Jiacan Xu;Hao Zheng;Jianhui Wang;Donglin Li;Xiaoke Fang,PubMed
Multi-channel EEG recording during motor imagery of different joints from the same limb.,Xuelin Ma;Shuang Qiu;Huiguang He,PubMed
Combining brain-computer interface and virtual reality for rehabilitation in neurological diseases: A narrative review.,Dong Wen;Yali Fan;Sheng-Hsiou Hsu;Jian Xu;Yanhong Zhou;Jianxin Tao;Xifa Lan;Fengnian Li,PubMed
Multiclass EEG signal classification utilizing Rényi min-entropy-based feature selection from wavelet packet transformation.,Md Asadur Rahman;Farzana Khanam;Mohiuddin Ahmad;Mohammad Shorif Uddin,PubMed
Subject-Specific feature selection for near infrared spectroscopy based brain-computer interfaces.,Eda Akman Aydin,PubMed
Deep learning for EEG-based Motor Imagery classification: Accuracy-cost trade-off.,Javier León;Juan José Escobar;Andrés Ortiz;Julio Ortega;Jesús González;Pedro Martín-Smith;John Q Gan;Miguel Damas,PubMed
Interpretable and lightweight convolutional neural network for EEG decoding: Application to movement execution and imagination.,Davide Borra;Silvia Fantozzi;Elisa Magosso,PubMed
A natural evolution optimization based deep learning algorithm for neurological disorder classification.,Maha Shams;Alaa Sagheer,PubMed
EEG classification across sessions and across subjects through transfer learning in motor imagery-based brain-machine interface system.,Minmin Zheng;Banghua Yang;Yunlong Xie,PubMed
Reduce brain computer interface inefficiency by combining sensory motor rhythm and movement-related cortical potential features.,Tengjun Liu;Gan Huang;Ning Jiang;Lin Yao;Zhiguo Zhang,PubMed
[Recognition of three different imagined movement of the right foot based on functional near-infrared spectroscopy].,Yu Li;Xin Xiong;Zhaoyang Li;Yunfa Fu,PubMed
Temporal frequency joint sparse optimization and fuzzy fusion for motor imagery-based brain-computer interfaces.,Cili Zuo;Yangyang Miao;Xingyu Wang;Lianghong Wu;Jing Jin,PubMed
Robust Sparse Representation and Multiclass Support Matrix Machines for the Classification of Motor Imagery EEG Signals.,Imran Razzak;Ibrahim A Hameed;Guandong Xu,PubMed
Alpha Frequency Intervention by Electrical Stimulation to Improve Performance in Mu-Based BCI.,Xiangzi Zhang;Yaqiu Guo;Boyu Gao;Jinyi Long,PubMed
Deep stacked support matrix machine based representation learning for motor imagery EEG classification.,Wenlong Hang;Wei Feng;Shuang Liang;Qiong Wang;Xuejun Liu;Kup-Sze Choi,PubMed
Motor imagery EEG classification based on ensemble support vector learning.,Jing Luo;Xing Gao;Xiaobei Zhu;Bin Wang;Na Lu;Jie Wang,PubMed
EEG-based Classification of Lower Limb Motor Imagery with Brain Network Analysis.,Lingyun Gu;Zhenhua Yu;Tian Ma;Haixian Wang;Zhanli Li;Hui Fan,PubMed
Motor imagery classification using geodesic filtering common spatial pattern and filter-bank feature weighted support vector machine.,Fei Wang;Zongfeng Xu;Weiwei Zhang;Shichao Wu;Yahui Zhang;Jingyu Ping;Chengdong Wu,PubMed
A space-frequency localized approach of spatial filtering for motor imagery classification.,M K M Rahman;M A M Joadder,PubMed
Double-Criteria Active Learning for Multiclass Brain-Computer Interfaces.,Qingshan She;Kang Chen;Zhizeng Luo;Thinh Nguyen;Thomas Potter;Yingchun Zhang,PubMed
Novel hybrid brain-computer interface system based on motor imagery and P300.,Cili Zuo;Jing Jin;Erwei Yin;Rami Saab;Yangyang Miao;Xingyu Wang;Dewen Hu;Andrzej Cichocki,PubMed
Covariate shift estimation based adaptive ensemble learning for handling non-stationarity in motor imagery related EEG-based brain-computer interface.,Haider Raza;Dheeraj Rathee;Shang-Ming Zhou;Hubert Cecotti;Girijesh Prasad,PubMed
Generalized Learning Riemannian Space Quantization: A Case Study on Riemannian Manifold of SPD Matrices.,Fengzhen Tang;Mengling Fan;Peter Tino,PubMed
Toward a compact hybrid brain-computer interface (BCI): Performance evaluation of multi-class hybrid EEG-fNIRS BCIs with limited number of channels.,Jinuk Kwon;Jaeyoung Shin;Chang-Hwan Im,PubMed
Deep Neural Network with Joint Distribution Matching for Cross-Subject Motor Imagery Brain-Computer Interfaces.,Xianghong Zhao;Jieyu Zhao;Cong Liu;Weiming Cai,PubMed
A self-paced BCI prototype system based on the incorporation of an intelligent environment-understanding approach for rehabilitation hospital environmental control.,Yaru Liu;Yadong Liu;Jingsheng Tang;Erwei Yin;Dewen Hu;Zongtan Zhou,PubMed
Different Set Domain Adaptation for Brain-Computer Interfaces: A Label Alignment Approach.,He He;Dongrui Wu,PubMed
A feasibility study of a complete low-cost consumer-grade brain-computer interface system.,Victoria Peterson;Catalina Galván;Hugo Hernández;Ruben Spies,PubMed
Efficient CSP Algorithm With Spatio-Temporal Filtering for Motor Imagery Classification.,Aimin Jiang;Jing Shang;Xiaofeng Liu;Yibin Tang;Hon Keung Kwan;Yanping Zhu,PubMed
Emotion-Inducing Imagery Versus Motor Imagery for a Brain-Computer Interface.,A D Bigirimana;N Siddique;D Coyle,PubMed
A novel method of motor imagery classification using eeg signal.,Venkatachalam K;Devipriya A;Maniraj J;Sivaram M;Ambikapathy A;S Amiri Iraj,PubMed
Assessing Time-Resolved fNIRS for Brain-Computer Interface Applications of Mental Communication.,Androu Abdalmalak;Daniel Milej;Lawrence C M Yip;Ali R Khan;Mamadou Diop;Adrian M Owen;Keith St Lawrence,PubMed
High Motor Cortex Excitability in Highly Hypnotizable Individuals: A Favourable Factor for Neuroplasticity?,Vincenzo Spina;Carmelo Chisari;Enrica L Santarcangelo,PubMed
Directed EEG neural network analysis by LAPPS (p≤1) Penalized sparse Granger approach.,Joyce Chelangat Bore;Peiyang Li;Dennis Joe Harmah;Fali Li;Dezhong Yao;Peng Xu,PubMed
Spatiotemporal-Filtering-Based Channel Selection for Single-Trial EEG Classification.,Feifei Qi;Wei Wu;Zhu Liang Yu;Zhenghui Gu;Zhenfu Wen;Tianyou Yu;Yuanqing Li,PubMed
Motor Imagery Classification via Temporal Attention Cues of Graph Embedded EEG Signals.,Dalin Zhang;Kaixuan Chen;Debao Jian;Lina Yao,PubMed
A flexible analytic wavelet transform based approach for motor-imagery tasks classification in BCI applications.,Shalu Chaudhary;Sachin Taran;Varun Bajaj;Siuly Siuly,PubMed
Cortical Activations and BCI Performances at Different Speeds of Visual and Proprioceptive Stimulation.,Mengya Wang;Long Chen;Zhongpeng Wang;Lei Zhang;Xiaosong Gu;Dong Ming,PubMed
A Novel Feature Extraction Framework for Four Class Motor Imagery Classification using Log Determinant Regularized Riemannian Manifold.,B Jagadish;P Rajalakshmi,PubMed
The Effect of Vibrotactile Feedback on ErrP-based Adaptive Classification of Motor Imagery.,L Schiatti;G Barresi;J Tessadori;L C King;L S Mattos,PubMed
A visual-haptic neurofeedback training improves sensorimotor cortical activations and BCI performance.,Zhongpeng Wang;Yijie Zhou;Long Chen;Bin Gu;Shuang Liu;Minpeng Xu;Hongzhi Qi;Feng He;Dong Ming,PubMed
Weighted sparse representation for classification of motor imagery EEG signals.,S R Sreeja;Debasis Samanta;Monalisa Sarma,PubMed
Using Discriminative Lasso to Detect a Graph Fourier Transform (GFT) Subspace for robust decoding in Motor Imagery BCI.,Kostas Georgiadis;Nikos Laskaris;Spiros Nikolopoulos;Dimitrios A Adamos;Ioannis Kompatsiaris,PubMed
Tensor Discriminant Analysis for MI-EEG Signal Classification Using Convolutional Neural Network.,Shoulin Huang;Hao Peng;Yang Chen;Kai Sun;Fang Shen;Tong Wang;Ting Ma,PubMed
Trajectory Decoding of Arm Reaching Movement Imageries for Brain-Controlled Robot Arm System.,Ji-Hoon Jeong;Kyung-Hwan Shim;Dong-Joo Kim;Seong-Whan Lee,PubMed
Enhancing Mu-based BCI Performance with Rhythmic Electrical Stimulation at Alpha Frequency.,Xiangzi Zhang;Yaqiu Guo;Boyu Gao;Jinyi Long,PubMed
The EEG Analysis of Actual Left/Right Lateral Bending Movements in Patient of Lumbar Disc Herniation.,Huihui Li;Wenjing Du;Kamen Ivanov;Yuchao Yang;Yang Zhan;Lei Wang,PubMed
Analysis and Classification for Single-Trial EEG Induced by Sequential Finger Movements.,Shanshan Zhang;Kun Wang;Minpeng Xu;Zhongpeng Wang;Long Chen;Faqi Wang;Lixin Zhang;Dong Ming,PubMed
Temporally Adaptive Common Spatial Patterns with Deep Convolutional Neural Networks.,Mahta Mousavi;Virginia R de Sa,PubMed
Motor Imagery Classification with Covariance Matrices and Non-Negative Matrix Factorization.,Dharmendra Gurve;Denis Delisle-Rodriguez;Teodiano Bastos;Sridhar Krishnan,PubMed
Improving The Performance of Motor Imagery Based Brain-Computer Interface Using Phase Space Reconstruction.,Niraj Bagh;M Ramasubba Reddy,PubMed
Classification and Transfer Learning of EEG during a Kinesthetic Motor Imagery Task using Deep Convolutional Neural Networks.,Alexander Craik;Atilla Kilicarslan;Jose L Contreras-Vidal,PubMed
Study on brain computer interface combined tactile enhancement and time-varying features,Lei Zhang;Long Chen;Zhongpeng Wang;Shuang Liu;Mengya Wang;Shanguang Chen;Dong Ming,PubMed
A Framework on Optimization Strategy for EEG Motor Imagery Recognition.,Banghua Yang;Chengcheng Fan;Cuntai Guan;Xuelin Gu;Minmin Zheng,PubMed
Classification of EEG Motor Imagery Tasks Using Convolution Neural Networks.,Sai Ho Ling;Henry Makgawinata;Fernando Huerta Monsivais;Andre Dos Santos Goncalves Lourenco;Juan Lyu;Rifai Chai,PubMed
CANet: A Channel Attention Network to Determine Informative Multi-channel for Image Classification from Brain Signals.,Yangwoo Kim;Sehyeon Jang;Kyungho Won;Sung Chan Jun,PubMed
Learning Invariant Representations from EEG via Adversarial Inference.,Ozan Özdenizci;Y E Wang;Toshiaki Koike-Akino;Deniz ErdoĞmuŞ,PubMed
Motor imagery based brain-computer interface control of continuous passive motion for wrist extension recovery in chronic stroke patients.,Rong-Rong Lu;Mou-Xiong Zheng;Jie Li;Tian-Hao Gao;Xu-Yun Hua;Gang Liu;Song-Hua Huang;Jian-Guang Xu;Yi Wu,PubMed
Improved Transductive Support Vector Machine for a Small Labelled Set in Motor Imagery-Based Brain-Computer Interface.,Yilu Xu;Jing Hua;Hua Zhang;Ronghua Hu;Xin Huang;Jizhong Liu;Fumin Guo,PubMed
[Recognition method of single trial motor imagery electroencephalogram signal based on sparse common spatial pattern and Fisher discriminant analysis].,Rongrong Fu;Yongsheng Tian;Tiantian Bao,PubMed
Diversity in a signal-to-image transformation approach for EEG-based motor imagery task classification.,Bahar Hatipoglu Yilmaz;Cagatay Murat Yilmaz;Cemal Kose,PubMed
Dynamic time warping-based transfer learning for improving common spatial patterns in brain-computer interface.,Ahmed M Azab;Hamed Ahmadi;Lyudmila Mihaylova;Mahnaz Arvaneh,PubMed
A Data-Driven Measure of Effective Connectivity Based on Renyi's α-Entropy.,Ivan De La Pava Panche;Andres M Alvarez-Meza;Alvaro Orozco-Gutierrez,PubMed
A Parallel Multiscale Filter Bank Convolutional Neural Networks for Motor Imagery EEG Classification.,Hao Wu;Yi Niu;Fu Li;Yuchen Li;Boxun Fu;Guangming Shi;Minghao Dong,PubMed
A Comprehensive sLORETA Study on the Contribution of Cortical Somatomotor Regions to Motor Imagery.,Mustafa Yazici;Mustafa Ulutas;Mukadder Okuyan,PubMed
Motor imagery EEG recognition with KNN-based smooth auto-encoder.,Xianlun Tang;Ting Wang;Yiming Du;Yuyan Dai,PubMed
Decoding Imagined 3D Arm Movement Trajectories From EEG to Control Two Virtual Arms-A Pilot Study.,Attila Korik;Ronen Sosnik;Nazmul Siddique;Damien Coyle,PubMed
Classification of left and right foot kinaesthetic motor imagery using common spatial pattern.,Madiha Tariq;Pavel M Trivailo;Milan Simic,PubMed
Quantitative analysis of intracranial electrocorticography signals using the concept of statistical parametric mapping.,Hirotaka Motoi;Jeong-Won Jeong;Csaba Juhász;Makoto Miyakoshi;Yasuo Nakai;Ayaka Sugiura;Aimee F Luat;Sandeep Sood;Eishi Asano,PubMed
Deep Channel-Correlation Network for Motor Imagery Decoding From the Same Limb.,Xuelin Ma;Shuang Qiu;Wei Wei;Shengpei Wang;Huiguang He,PubMed
Tangent Space Features-Based Transfer Learning Classification Model for Two-Class Motor Imagery Brain-Computer Interface.,Pramod Gaur;Karl McCreadie;Ram Bilas Pachori;Hui Wang;Girijesh Prasad,PubMed
A Comparison between BCI Simulation and Neurofeedback for Forward/Backward Navigation in Virtual Reality.,Bilal Alchalabi;Jocelyn Faubert,PubMed
Spiking Neural Networks applied to the classification of motor tasks in EEG signals.,Carlos D Virgilio G;Juan H Sossa A;Javier M Antelis;Luis E Falcón,PubMed
"A New Approach for Motor Imagery Classification Based on Sorted Blind Source Separation, Continuous Wavelet Transform, and Convolutional Neural Network.",César J Ortiz-Echeverri;Sebastián Salazar-Colores;Juvenal Rodríguez-Reséndiz;Roberto A Gómez-Loenzo,PubMed
Subject-specific EEG channel selection using non-negative matrix factorization for lower-limb motor imagery recognition.,Dharmendra Gurve;Denis Delisle-Rodriguez;Maria Romero-Laiseca;Vivianne Cardoso;Flavia Loterio;Teodiano Bastos;Sri Krishnan,PubMed
The effects of visual distractors on cognitive load in a motor imagery brain-computer interface.,Zahra Emami;Tom Chau,PubMed
Development of a robust asynchronous brain-switch using ErrP-based error correction.,Rozhin Yousefi;Alborz Rezazadeh Sereshkeh;Tom Chau,PubMed
A Lasso quantile periodogram based feature extraction for EEG-based motor imagery.,Aymen Meziani;Karim Djouani;Tarek Medkour;Abdelghani Chibani,PubMed
Multi optimized SVM classifiers for motor imagery left and right hand movement identification.,Kamel Mebarkia;Aicha Reffad,PubMed
HS-CNN: a CNN with hybrid convolution scale for EEG motor imagery classification.,Guanghai Dai;Jun Zhou;Jiahui Huang;Ning Wang,PubMed
Effects of Task Complexity on Motor Imagery-Based Brain-Computer Interface.,M Ebrahim M Mashat;Chin-Teng Lin;Dingguo Zhang,PubMed
A performance based feature selection technique for subject independent MI based BCI.,Md A Mannan Joadder;Joshua J Myszewski;Mohammad H Rahman;Inga Wang,PubMed
A dynamic and self-adaptive classification algorithm for motor imagery EEG signals.,Kais Belwafi;Sofien Gannouni;Hatim Aboalsamh;Hassan Mathkour;Abdelfattah Belghith,PubMed
EEG Signals Feature Extraction Based on DWT and EMD Combined with Approximate Entropy.,Na Ji;Liang Ma;Hui Dong;Xuejun Zhang,PubMed
A Real-Time Health 4.0 Framework with Novel Feature Extraction and Classification for Brain-Controlled IoT-Enabled Environments.,B Jagadish;P K Mishra;M P R S Kiran;P Rajalakshmi,PubMed
Decoding covert speech for intuitive control of brain-computer interfaces based on single-trial EEG: a feasibility study.,L Tottrup;K Leerskov;J T Hadsund;E N Kamavuako;R L Kaseler;M Jochumsen,PubMed
A BCI based visual-haptic neurofeedback training improves cortical activations and classification performance during motor imagery.,Zhongpeng Wang;Yijie Zhou;Long Chen;Bin Gu;Shuang Liu;Minpeng Xu;Hongzhi Qi;Feng He;Dong Ming,PubMed
Correlation-based channel selection and regularized feature optimization for MI-based BCI.,Jing Jin;Yangyang Miao;Ian Daly;Cili Zuo;Dewen Hu;Andrzej Cichocki,PubMed
Channel selection in motor imaginary-based brain-computer interfaces: a particle swarm optimization algorithm.,Lei Zhang;Qingguo Wei,PubMed
Median Nerve Stimulation Based BCI: A New Approach to Detect Intraoperative Awareness During General Anesthesia.,Sébastien Rimbert;Pierre Riff;Nathalie Gayraud;Denis Schmartz;Laurent Bougrain,PubMed
Motor Imagery EEG Classification Using Capsule Networks.,Kwon-Woo Ha;Jin-Woo Jeong,PubMed
"EEG data collection using visual evoked, steady state visual evoked and motor image task, designed to brain computer interfaces (BCI) development.",S M Fernandez-Fraga;M A Aceves-Fernandez;J C Pedraza-Ortega,PubMed
Brain wave classification using long short-term memory network based OPTICAL predictor.,Shiu Kumar;Alok Sharma;Tatsuhiko Tsunoda,PubMed
Decoding electroencephalographic signals for direction in brain-computer interface using echo state network and Gaussian readouts.,Hoon-Hee Kim;Jaeseung Jeong,PubMed
To Explore the Potentials of Independent Component Analysis in Brain-Computer Interface of Motor Imagery.,Xiaopei Wu;Bangyan Zhou;Zhao Lv;Chao Zhang,PubMed
An Optimized Channel Selection Method Based on Multifrequency CSP-Rank for Motor Imagery-Based BCI System.,Jian Kui Feng;Jing Jin;Ian Daly;Jiale Zhou;Yugang Niu;Xingyu Wang;Andrzej Cichocki,PubMed
A hierarchical architecture for recognising intentionality in mental tasks on a brain-computer interface.,Asier Salazar-Ramirez;Jose I Martin;Raquel Martinez;Andoni Arruti;Javier Muguerza;Basilio Sierra,PubMed
Frequency-Optimized Local Region Common Spatial Pattern Approach for Motor Imagery Classification.,Yongkoo Park;Wonzoo Chung,PubMed
An Incremental Version of L-MVU for the Feature Extraction of MI-EEG.,Mingai Li;Hongwei Xi;Xiaoqing Zhu,PubMed
Enhancing the Hybrid BCI Performance With the Common Frequency Pattern in Dual-Channel EEG.,Li-Wei Ko;Oleksii Komarov;Shih-Chuan Lin,PubMed
Enhancing sensorimotor BCI performance with assistive afferent activity: An online evaluation.,C Vidaurre;A Ramos Murguialday;S Haufe;M Gómez;K-R Müller;V V Nikulin,PubMed
Class discrepancy-guided sub-band filter-based common spatial pattern for motor imagery classification.,Jing Luo;Jie Wang;Rong Xu;Kailiang Xu,PubMed
Space-time recurrences for functional connectivity evaluation and feature extraction in motor imagery brain-computer interfaces.,Paula G Rodrigues;Carlos A Stefano Filho;Romis Attux;Gabriela Castellano;Diogo C Soriano,PubMed
Improvement Motor Imagery EEG Classification Based on Regularized Linear Discriminant Analysis.,Rongrong Fu;Yongsheng Tian;Tiantian Bao;Zong Meng;Peiming Shi,PubMed
An Improved Refined Composite Multivariate Multiscale Fuzzy Entropy Method for MI-EEG Feature Extraction.,Mingai Li;Ruotu Wang;Jinfu Yang;Lijuan Duan,PubMed
Multiclass Support Matrix Machines by Maximizing the Inter-Class Margin for Single Trial EEG Classification.,Imran Razzak;Michael Blumenstein;Guandong Xu,PubMed
EEG Signal Processing in MI-BCI Applications With Improved Covariance Matrix Estimators.,Javier Olias;Ruben Martin-Clemente;M Auxiliadora Sarmiento-Vega;Sergio Cruces,PubMed
Dynamic visual guidance with complex task improves intracortical source activities during motor imagery.,Yan Bian;Hongzhi Qi;Li Zhao;Dong Ming;Tong Guo;Xing Fu,PubMed
An EEG/EMG/EOG-Based Multimodal Human-Machine Interface to Real-Time Control of a Soft Robot Hand.,Jinhua Zhang;Baozeng Wang;Cheng Zhang;Yanqing Xiao;Michael Yu Wang,PubMed
